Description,sale_amount
PINK ACRYLIC JEWEL SNOWFLAKE,4.56
3 BLACK CATS W HEARTS BLANK CARD,4.56
CUTE RABBIT CEATURE SCREEN,4.29
UBO-LIGHT TRIOBASE PURPLE,4.25
FRYING PAN RED POLKADOT,4.25
FLOWER PURPLE CLOCK W/SUCKER,4.25
CAKE STAND LACE WHITE,4.25
LIGHT DECORATION BATTERY OPERATED,4.2
GOLD COSMETIC BAG PINK STAR,4.2
"MUG , DOTCOMGIFTSHOP.COM",4.17
I LOVE LONDON MINI RUCKSACK,4.15
ASSTD RASTA KEY-CHAINS,3.78
BLUE CRUSOE CHECK LAMPSHADE,3.78
BLUE LEAVES AND BEADS PHONE CHARM,3.76
ROBOT MUG IN DISPLAY BOX,3.75
BAROQUE BUTTERFLY EARRINGS RED,3.73
BAROQUE BUTTERFLY EARRINGS MONTANA,3.73
GOLD PRINT PAPER BAG,3.61
FOLDING CAMPING SCISSOR W/KNIF & S,3.6
ASSTD DESIGN BUBBLE GUM RING,3.57
PASTEL PINK PHOTO ALBUM,3.5
"LETTER ""U"" BLING KEY RING",3.48
UBO-LIGHT TRIOBASE BLUE,3.4
WHITE ANEMONE ARTIFICIAL FLOWER,3.38
WATERING CAN SINGLE HOOK PISTACHIO,3.36
PINK BERTIE MOBILE PHONE CHARM,3.36
KEEP OUT GIRLS DOOR HANGER,3.36
GARDENERS KNEELING PAD,3.36
SET 10 CARDS CHRISTMAS BAUBLE 16954,3.33
BLUE DROP EARRINGS W BEAD CLUSTER,3.32
HEARTS WRAPPING TAPE,3.25
WINE BOTTLE DRESSING LT.BLUE,3.04
SET 10 CARDS TRIANGLE ICONS  17220,2.91
SET 10 CARDS SNOWY ROBIN 17099,2.91
SET 10 CARDS 3 WISE MEN 17107,2.91
NECKLACE+BRACELET SET PINK DAISY,2.55
INCENSE BAZAAR PEACH,2.52
PINK FEATHER CHRISTMAS DECORATION,2.51
PURPLE/TURQ FLOWERS HANDBAG,2.5
SET 10 CARDS HANGING BAUBLES 17080,2.49
TINY CRYSTAL BRACELET RED,2.48
HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47
BIG POLKADOT MUG,2.34
GREEN POP ART MAO CUSHION COVER,2.28
DOLPHIN WINDMILL,2.12
TEA TIME BREAKFAST BASKET,2.1
SET/6 IVORY BIRD T-LIGHT CANDLES,2.1
SCALLOP SHELL SOAP DISH,2.1
PINK DOLLY HAIR CLIPS,2.1
GOLD COSMETICS BAG WITH BUTTERFLY,2.1
3 BIRDS CANVAS SCREEN,2.04
BLACK PHOTO ALBUM,1.95
SET OF THREE VINTAGE GIFT WRAPS,1.95
PINK POLKADOT KIDS BAG,1.95
EASTER CRAFT IVY WREATH WITH CHICK,1.95
BLUE CRYSTAL BOOT PHONE CHARM,1.66
FLOWER SHOP DESIGN MUG,1.65
CROCHET LILAC/RED BEAR KEYRING,1.65
CHAMPAGNE TRAY BLANK CARD,1.52
WIRE FLOWER T-LIGHT HOLDER,1.25
SET 36 COLOURING PENCILS DOILEY,1.25
PACK 4 FLOWER/BUTTERFLY PATCHES,1.25
ORANGE FELT VASE + FLOWERS,1.25
FUNKY MONKEY MUG,1.25
ETCHED GLASS STAR TREE DECORATION,1.25
DUSTY PINK CHRISTMAS TREE 30CM,1.25
BLACKCHRISTMAS TREE 30CM,1.25
60 GOLD AND SILVER FAIRY CAKE CASES,1.1
3 WICK CHRISTMAS BRIAR CANDLE,0.970000000000001
HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95
CAT WITH SUNGLASSES BLANK CARD,0.95
PINK CRYSTAL GUITAR PHONE CHARM,0.85
VINTAGE BLUE TINSEL REEL,0.84
WHITE BEADED GARLAND STRING 20LIGHT,0.8
SET 12 COLOURING PENCILS DOILEY,0.65
HEN HOUSE W CHICK IN NEST,0.42
PADS TO MATCH ALL CUSHIONS,0.003
wrongly sold sets,0.0
wrongly sold as sets,0.0
wrongly sold (22719) barcode,0.0
wrongly marked. 23343 in box,0.0
wrongly marked carton 22804,0.0
wrongly marked 23343,0.0
wrongly marked,0.0
wrongly coded-23343,0.0
wrongly coded 23343,0.0
wrongly coded 20713,0.0
wrong code?,0.0
wrong code,0.0
wrong barcode (22467),0.0
wrong barcode,0.0
wet?,0.0
wet/rusty,0.0
wet rusty,0.0
wet pallet,0.0
wet damaged,0.0
wet boxes,0.0
wet,0.0
website fixed,0.0
water damaged,0.0
water damage,0.0
to push order througha s stock was,0.0
thrown away-can't sell.,0.0
thrown away-can't sell,0.0
thrown away,0.0
throw away,0.0
test,0.0
temp adjustment,0.0
taig adjust no stock,0.0
taig adjust,0.0
stock creditted wrongly,0.0
stock check,0.0
sold with wrong barcode,0.0
sold in set?,0.0
sold as set/6 by dotcom,0.0
sold as set on dotcom and amazon,0.0
sold as set on dotcom,0.0
sold as set by dotcom,0.0
sold as 22467,0.0
sold as 1,0.0
smashed,0.0
showroom,0.0
samples/damages,0.0
samples,0.0
rusty thrown away,0.0
rusty throw away,0.0
reverse previous adjustment,0.0
reverse 21/5/10 adjustment,0.0
returned,0.0
re-adjustment,0.0
re dotcom quick fix.,0.0
rcvd be air temp fix for dotcom sit,0.0
printing smudges/thrown away,0.0
on cargo order,0.0
mystery! Only ever imported 1800,0.0
"mouldy, unsaleable.",0.0
"mouldy, thrown away.",0.0
mouldy,0.0
mixed up,0.0
mix up with c,0.0
missing?,0.0
missing,0.0
michel oops,0.0
mailout,0.0
lost??,0.0
lost in space,0.0
lost,0.0
label mix up,0.0
incorrectly put back into stock,0.0
incorrectly made-thrown away.,0.0
incorrectly credited C550456 see 47,0.0
incorrect stock entry.,0.0
historic computer difference?....se,0.0
had been put aside,0.0
found some more on shelf,0.0
found box,0.0
found,0.0
for online retail orders,0.0
faulty,0.0
ebay,0.0
dotcomstock,0.0
dotcom sold sets,0.0
dotcom sales,0.0
dotcom adjust,0.0
dotcom,0.0
did  a credit  and did not tick ret,0.0
damages?,0.0
damages/showroom etc,0.0
damages/dotcom?,0.0
damages/display,0.0
damages/credits from ASOS.,0.0
damages wax,0.0
damages,0.0
damaged stock,0.0
damaged,0.0
crushed ctn,0.0
crushed boxes,0.0
crushed,0.0
cracked,0.0
counted,0.0
code mix up? 84930,0.0
check?,0.0
check,0.0
can't find,0.0
came coded as 20713,0.0
broken,0.0
barcode problem,0.0
amazon sales,0.0
amazon adjust,0.0
amazon,0.0
allocate stock for dotcom orders ta,0.0
alan hodge cant mamage this section,0.0
adjustment,0.0
adjust,0.0
add stock to allocate online orders,0.0
Wrongly mrked had 85123a in box,0.0
Wet pallet-thrown away,0.0
Water damaged,0.0
WET/MOULDY,0.0
"Unsaleable, destroyed.",0.0
Thrown away.,0.0
Thrown away-rusty,0.0
TRAVEL CARD WALLET DOTCOMGIFTSHOP,0.0
Sold as 1 on dotcom,0.0
Show Samples,0.0
Sale error,0.0
Printing smudges/thrown away,0.0
POSSIBLE DAMAGES OR LOST?,0.0
"PAPER CRAFT , LITTLE BIRDIE",0.0
OOPS ! adjustment,0.0
Not rcvd in 10/11/2010 delivery,0.0
Missing,0.0
Marked as 23343,0.0
MIA,0.0
"MERCHANT CHANDLER CREDIT ERROR, STO",0.0
Lighthouse Trading zero invc incorr,0.0
John Lewis,0.0
Incorrect stock entry.,0.0
Had been put aside.,0.0
HANGING RIDGE GLASS T-LIGHT HOLDER,0.0
Given away,0.0
GLASS CAKE COVER AND PLATE,0.0
Found in w/hse,0.0
Found by jackie,0.0
Found,0.0
FOUND,0.0
FBA,0.0
Dotcom sold in 6's,0.0
Dotcom set,0.0
Dotcom sales,0.0
Dotcom,0.0
Display,0.0
Damages/samples,0.0
Damages,0.0
Damaged,0.0
Dagamed,0.0
DAMAGED,0.0
Crushed,0.0
CHECK,0.0
Breakages,0.0
BLACK CHERRY LIGHTS,0.0
Amazon sold sets,0.0
Amazon Adjustment,0.0
Amazon,0.0
Adjustment,0.0
AMAZON,0.0
?sold as sets?,0.0
?missing,0.0
?lost,0.0
?display?,0.0
???missing,0.0
???lost,0.0
????missing,0.0
????damages????,0.0
???,0.0
?? missing,0.0
??,0.0
? sold as sets?,0.0
?,0.0
20713 wrongly marked,0.0
20713,0.0
,0.0
ROBIN CHRISTMAS CARD,-0.02
PORCELAIN HANGING BELL SMALL,-1.45
VINTAGE GOLD TINSEL REEL,-2.52
PINK LARGE JEWELED PHOTOFRAME,-2.55
WOOLLY HAT SOCK GLOVE ADVENT STRING,-2.95
BLUE FLYING SINGING CANARY,-3.75
FLAMINGO LIGHTS,-4.95
SWEETHEART KEY CABINET,-5.55
PINK SMALL GLASS CAKE STAND,-5.85
CREAM SWEETHEART SHELF + HOOKS,-7.95
TEA TIME CAKE STAND IN GIFT BOX,-10.75
CREAM SWEETHEART TRAYS,-12.75
ANTIQUE LILY FAIRY LIGHTS,-14.85
BLUE PADDED SOFT MOBILE,-25.5
PINK CHERRY LIGHTS,-27.0
ASSORTED TUTTI FRUTTI ROUND BOX,-39.6
WOODEN BOX ADVENT CALENDAR,-45.7
CREAM SWEETHEART MAGAZINE RACK,-46.85
WHITE CHERRY LIGHTS,-54.0
SAMPLES,-3049.39
Discount,-5696.22
Bank Charges,-7175.639
CRUK Commission,-7933.43
Adjust bad debt,-11062.06
Manual,-68671.64
AMAZON FEE,-221520.5
